StationID,maximum_power_kw,fast_charging_connector_type,supply_voltage_v,output_current_a,session_energy_consumed_kwh,charger_temperature_celsius,battery_soc_percent,charging_session_duration_min,charging_state,connector_standard,grid_power_load_kw
289880,22.0,0,234.1,93.28,19.77,20.5,24.6,53.9,96.5,Type 2 (Socket Only),22.0
289743,150.0,1,779.5,189.7,66.05,25.8,39.7,23.4,89.6,CCS (Type 2),148.44
289726,250.0,1,810.4,304.42,45.17,32.4,69.7,11.5,93.1,CCS (Type 2),239.62
289672,22.0,0,230.8,93.17,15.91,18.9,56.0,46.7,97.4,Type 2 (Socket Only),22.83
289551,7.0,0,237.7,34.49,13.95,25.0,48.1,104.7,94.8,Type 2 (Socket Only),6.55
289514,60.0,6,404.6,143.16,45.11,22.9,20.1,48.2,94.1,"CCS (Type 2), CHAdeMO",57.11
289513,60.0,6,415.4,149.31,32.57,34.6,42.1,32.3,92.4,"CCS (Type 2), CHAdeMO",59.1
289512,300.0,16,799.9,380.59,66.73,33.3,42.4,12.5,92.8,"CCS (Type 2), CHAdeMO",277.54
289511,60.0,6,403.6,148.57,27.75,27.0,33.3,24.8,93.6,"CCS (Type 2), CHAdeMO",63.01
289510,50.0,10,406.9,127.46,32.73,13.5,71.5,43.8,94.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",50.42
289509,60.0,8,395.5,151.62,33.13,28.4,53.7,35.6,94.5,"CCS (Type 2), CHAdeMO",50.85
289506,250.0,1,814.1,305.94,66.85,36.7,59.4,16.1,91.7,CCS (Type 2),244.27
289473,50.0,1,393.2,125.12,56.41,28.6,49.8,66.8,95.9,CCS (Type 2),48.83
289388,22.0,0,224.4,96.96,9.43,14.8,50.3,26.9,97.0,Type 2 (Socket Only),20.45
289387,22.0,0,227.4,98.36,11.71,16.8,18.4,30.5,97.3,Type 2 (Socket Only),20.65
289345,60.0,1,405.7,147.75,32.17,35.1,23.8,32.2,92.4,CCS (Type 2),57.01
289343,50.0,1,403.1,122.66,30.64,31.1,40.3,31.5,94.3,CCS (Type 2),48.5
289284,22.0,0,226.9,93.45,22.12,28.1,49.5,62.2,95.9,Type 2 (Socket Only),21.73
289256,7.0,0,218.3,27.67,9.57,22.3,30.4,81.5,97.1,Type 2 (Socket Only),6.45
289218,60.0,6,403.3,144.93,35.26,14.8,61.7,35.2,96.9,"CCS (Type 2), CHAdeMO",56.03
289217,60.0,4,401.6,147.21,29.26,21.0,58.7,33.3,93.1,"CCS (Type 2), CHAdeMO",55.56
289216,60.0,6,375.3,170.27,29.86,29.9,51.1,32.3,96.5,"CCS (Type 2), CHAdeMO",60.08
289183,60.0,8,407.2,150.74,47.57,22.8,20.0,41.4,93.3,"CCS (Type 2), CHAdeMO",50.95
288704,300.0,6,804.7,376.93,36.46,29.0,52.1,7.5,91.2,CCS (Type 2),272.73
288515,150.0,2,805.8,186.36,61.23,26.1,46.3,23.5,87.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",129.42
288360,22.0,0,232.4,91.5,21.72,26.6,72.3,62.8,98.7,Type 2 (Socket Only),22.09
288359,22.0,0,232.1,89.84,15.21,17.0,61.9,47.6,96.6,Type 2 (Socket Only),22.0
288358,22.0,0,230.0,97.06,25.85,28.1,99.0,79.1,99.5,Type 2 (Socket Only),22.27
288357,22.0,0,228.1,96.07,20.38,23.5,42.7,59.1,97.8,Type 2 (Socket Only),21.1
288356,22.0,0,218.7,100.13,18.56,25.8,19.3,55.3,97.0,Type 2 (Socket Only),20.71
288354,150.0,1,794.1,186.56,71.03,27.4,35.9,31.4,89.7,CCS (Type 2),138.51
288353,50.0,1,408.1,121.66,32.41,13.6,59.2,43.2,95.2,CCS (Type 2),44.49
288352,120.0,1,392.9,300.24,37.93,30.1,29.1,20.2,92.2,CCS (Type 2),114.55
288350,150.0,1,811.3,182.52,56.18,14.7,42.8,23.9,88.9,CCS (Type 2),142.96
288349,150.0,1,810.5,184.1,69.45,31.2,46.3,24.1,92.8,CCS (Type 2),142.73
288314,22.0,0,226.6,100.34,20.61,27.2,60.2,57.2,98.5,Type 2 (Socket Only),21.97
288313,7.0,0,227.3,29.35,11.04,26.6,33.3,91.1,93.0,Type 2 (Socket Only),6.12
288311,7.0,0,223.6,35.15,14.91,19.1,72.8,146.2,98.7,Type 2 (Socket Only),6.63
288278,75.0,6,408.2,183.48,22.09,17.9,52.3,17.7,90.6,"CCS (Type 2), CHAdeMO",63.36
288217,60.0,6,398.0,147.31,36.31,22.7,71.4,32.2,96.3,"CCS (Type 2), CHAdeMO",60.18
288212,75.0,2,401.4,185.87,33.81,24.1,36.8,25.9,92.7,"CCS (Type 2), Type 2 (Socket Only)",61.11
288190,75.0,1,391.8,193.58,28.76,20.7,5.0,26.2,95.1,CCS (Type 2),75.87
288187,7.0,0,228.7,32.41,16.85,37.9,10.9,136.5,93.4,Type 2 (Socket Only),6.26
288177,7.0,0,233.2,27.51,11.09,24.6,50.6,82.3,95.7,Type 2 (Socket Only),6.99
288176,22.0,0,245.1,94.72,24.14,18.5,65.4,63.3,99.5,Type 2 (Socket Only),21.23
288175,7.0,0,231.4,32.18,20.01,22.8,66.1,177.2,99.2,Type 2 (Socket Only),6.86
287973,7.0,0,232.1,34.53,10.93,15.6,70.3,83.4,96.5,Type 2 (Socket Only),6.77
287692,350.0,10,803.9,436.29,45.24,34.2,80.1,8.6,92.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",314.61
287648,75.0,6,399.7,191.67,30.38,27.6,73.2,24.5,93.2,"CCS (Type 2), CHAdeMO",72.53
285265,22.0,0,229.4,94.87,18.0,20.7,37.8,47.7,94.1,Type 2 (Socket Only),20.45
285210,21.0,0,214.6,100.23,17.29,21.0,52.7,43.6,96.0,Type 2 (Socket Only),19.14
285017,75.0,6,380.9,194.78,35.3,29.2,54.8,29.7,93.0,"CCS (Type 2), CHAdeMO",67.37
284978,7.0,0,229.8,34.96,19.66,16.5,52.1,155.6,98.6,Type 2 (Socket Only),7.02
284818,22.0,0,230.5,88.71,17.13,24.7,44.0,50.8,95.7,Type 2 (Socket Only),19.45
284762,22.0,0,249.7,93.07,23.09,33.8,23.7,60.5,94.3,Type 2 (Socket Only),23.11
280893,22.0,0,228.5,91.12,16.04,29.7,61.2,46.6,96.5,Type 2 (Socket Only),21.68
280892,22.0,0,232.4,88.38,19.67,21.6,5.0,56.3,93.8,Type 2 (Socket Only),20.79
280891,22.0,0,229.7,92.24,17.1,27.0,75.3,48.9,96.7,Type 2 (Socket Only),21.35
280890,22.0,0,220.7,100.13,17.23,21.3,9.6,41.2,96.5,Type 2 (Socket Only),21.14
280794,180.0,6,806.1,224.32,57.25,14.3,46.8,17.4,90.7,"CCS (Type 2), CHAdeMO",169.19
280478,300.0,32,806.4,373.75,42.38,37.6,41.4,8.8,92.4,"CCS (Type 2), CHAdeMO",264.3
280369,50.0,1,396.5,124.06,35.35,32.3,67.7,37.8,94.1,CCS (Type 2),49.24
280366,160.0,2,800.8,199.51,39.74,19.0,44.3,15.8,93.2,"CCS (Type 2), CHAdeMO",157.86
280365,150.0,1,786.8,189.53,57.48,29.7,15.3,24.3,91.5,CCS (Type 2),127.16
280314,22.0,0,239.1,91.79,14.81,27.6,34.8,46.1,94.7,Type 2 (Socket Only),24.22
280313,22.0,0,236.0,94.29,14.92,20.3,50.0,40.0,95.2,Type 2 (Socket Only),19.02
280311,150.0,12,784.1,190.91,47.85,27.7,36.0,17.9,90.8,"CCS (Type 2), CHAdeMO",122.73
280236,22.0,0,236.3,93.69,20.64,16.0,67.4,49.9,94.3,Type 2 (Socket Only),21.16
280235,22.0,0,222.7,94.73,20.81,11.6,29.4,64.9,95.9,Type 2 (Socket Only),19.96
280234,100.0,1,422.0,240.02,28.66,16.7,20.9,18.8,92.5,"CCS (Type 2), Type 2 (Socket Only)",88.3
280233,22.0,0,241.2,93.11,15.04,26.4,39.2,44.3,96.6,Type 2 (Socket Only),21.84
280232,22.0,0,218.8,101.27,22.7,18.0,43.3,65.6,96.4,Type 2 (Socket Only),22.54
280231,22.0,0,234.7,91.3,15.9,26.4,43.5,43.1,98.0,Type 2 (Socket Only),20.9
280229,22.0,0,247.5,86.68,23.9,26.6,48.4,55.6,96.9,Type 2 (Socket Only),20.2
280228,22.0,0,222.1,98.42,18.19,15.7,21.7,54.8,94.9,Type 2 (Socket Only),22.55
280227,22.0,0,225.5,100.94,15.62,25.4,49.8,42.8,93.9,Type 2 (Socket Only),20.78
279978,22.0,0,230.8,92.37,15.38,24.5,64.1,46.5,96.9,Type 2 (Socket Only),21.12
279938,22.0,0,226.0,93.42,9.11,18.5,8.4,28.3,94.4,Type 2 (Socket Only),23.05
279936,7.4,0,217.6,31.46,10.76,11.3,65.4,80.6,97.7,Type 2 (Socket Only),7.0
279891,150.0,2,792.1,191.63,60.71,27.0,21.2,20.9,92.7,"CCS (Type 2), CHAdeMO",142.32
279888,7.0,0,230.5,31.28,21.06,25.2,80.9,165.0,94.0,Type 2 (Socket Only),6.2
279887,22.0,0,221.5,101.38,22.15,19.5,67.1,62.5,95.1,Type 2 (Socket Only),20.47
279886,7.0,0,233.8,27.7,29.81,25.4,58.7,219.0,96.7,Type 2 (Socket Only),6.62
279885,7.0,0,222.6,31.44,20.11,28.7,15.5,164.2,98.6,Type 2 (Socket Only),6.91
279884,7.0,0,242.4,31.38,23.35,9.1,52.2,218.4,97.4,Type 2 (Socket Only),6.62
279883,7.0,0,223.7,29.11,23.76,29.1,29.4,201.0,96.8,Type 2 (Socket Only),6.75
279882,22.0,0,227.4,101.72,20.0,14.3,31.2,53.7,96.7,Type 2 (Socket Only),22.13
279881,7.0,0,236.5,31.96,13.59,26.4,80.2,103.6,92.9,Type 2 (Socket Only),6.51
279880,7.0,0,220.2,30.87,10.88,13.5,15.6,93.0,93.8,Type 2 (Socket Only),6.58
279879,22.0,0,231.8,99.45,16.92,18.3,12.8,42.1,97.0,Type 2 (Socket Only),20.07
279878,7.0,0,240.5,27.76,18.13,16.9,60.4,135.3,95.6,Type 2 (Socket Only),6.77
279877,7.0,0,217.1,28.38,8.44,13.3,41.0,75.5,95.8,Type 2 (Socket Only),6.56
279876,22.0,0,231.5,95.08,21.1,16.4,14.3,61.7,95.3,Type 2 (Socket Only),21.5
279875,20.0,0,232.1,84.71,14.89,25.7,44.9,45.1,94.6,Type 2 (Socket Only),16.85
279874,22.0,0,236.3,93.46,16.33,12.0,43.4,44.4,95.4,Type 2 (Socket Only),21.03
279849,50.0,2,402.0,127.79,24.62,24.4,27.3,29.4,98.0,"CCS (Type 2), CHAdeMO",50.44
279808,22.0,0,220.1,99.73,15.15,27.7,33.1,43.5,95.2,Type 2 (Tethered Connector),20.91
279773,22.0,0,219.4,98.62,15.29,14.0,41.9,37.9,94.8,Type 2 (Socket Only),20.7
279633,7.4,0,234.2,31.68,22.44,27.4,58.0,171.3,96.7,Type 2 (Socket Only),6.55
279610,150.0,2,823.0,185.0,49.48,24.1,63.7,22.7,94.1,"CCS (Type 2), CHAdeMO",148.79
279609,75.0,4,396.1,186.45,26.53,31.9,27.5,18.2,92.9,"CCS (Type 2), CHAdeMO",67.46
279606,250.0,1,817.5,300.46,39.04,29.1,25.1,8.3,92.4,CCS (Type 2),217.52
279595,22.0,0,232.4,92.8,14.55,28.7,48.1,43.7,93.6,Type 2 (Socket Only),19.38
279560,11.0,0,232.0,45.95,17.7,22.1,29.4,106.2,94.9,Type 2 (Socket Only),10.67
279547,7.0,0,232.8,29.76,17.77,22.5,8.4,151.2,98.1,Type 2 (Socket Only),7.29
279534,22.0,0,224.6,96.58,21.72,15.7,43.9,54.0,94.7,Type 2 (Socket Only),20.11
279518,22.0,0,231.9,93.19,19.09,32.8,47.5,55.2,95.9,Type 2 (Socket Only),21.35
279511,7.0,0,232.3,27.04,20.98,17.7,42.1,196.6,94.5,Type 2 (Socket Only),6.34
279456,22.0,0,224.3,95.34,16.7,16.2,41.6,49.3,96.2,Type 2 (Socket Only),20.12
279455,22.0,0,244.9,93.4,17.37,13.1,78.5,41.0,94.0,Type 2 (Socket Only),21.61
279454,7.0,0,233.8,28.48,18.62,22.6,87.3,161.3,99.5,Type 2 (Socket Only),7.02
279441,50.0,2,395.7,121.34,39.2,21.8,43.1,53.7,95.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.68
279428,75.0,6,391.8,189.42,37.14,26.5,41.2,30.3,92.1,"CCS (Type 2), CHAdeMO",71.32
279419,0.0,0,220.5,34.79,17.4,16.5,44.4,135.1,95.3,Type 2 (Tethered Connector),7.08
279327,7.0,0,235.3,28.24,21.32,17.4,34.8,186.7,97.3,Type 2 (Socket Only),7.07
279228,50.0,4,401.5,124.3,41.7,24.7,39.5,53.0,96.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.99
279227,50.0,2,388.1,129.51,26.75,16.9,16.4,29.6,96.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.55
279120,160.0,4,813.6,196.12,47.41,27.1,43.5,16.0,93.7,"CCS (Type 2), CHAdeMO",140.48
279100,50.0,2,409.2,119.46,34.65,28.8,69.8,35.4,95.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.01
279097,7.0,0,222.2,30.42,16.75,23.4,34.3,122.9,93.9,Type 2 (Socket Only),6.35
279096,250.0,1,773.8,321.75,61.89,27.6,40.5,13.2,90.8,CCS (Type 2),235.0
279091,75.0,6,410.3,182.71,41.58,28.6,72.2,36.7,91.1,"CCS (Type 2), CHAdeMO",68.17
279088,7.2,0,236.3,37.1,16.25,12.7,53.7,142.0,97.1,Type 2 (Socket Only),6.33
279087,7.3,0,239.3,28.57,15.03,24.4,36.6,131.9,95.1,Type 2 (Socket Only),7.17
279086,7.3,0,223.4,37.58,26.12,19.6,50.7,216.5,94.9,Type 2 (Socket Only),7.45
279066,7.0,0,237.7,26.25,22.85,28.0,76.3,169.4,96.4,Type 2 (Socket Only),7.22
279042,7.0,0,233.3,27.99,8.41,25.6,30.9,80.8,95.7,Type 2 (Socket Only),6.44
279040,22.0,0,236.6,89.87,15.66,19.2,27.3,41.1,94.7,Type 2 (Socket Only),19.51
278721,7.0,0,245.2,26.16,26.67,15.7,56.0,197.0,96.4,Type 2 (Socket Only),6.91
278720,7.0,0,228.0,34.44,18.0,25.8,20.2,163.2,96.8,Type 2 (Socket Only),7.18
278706,7.0,0,224.0,31.2,19.87,28.4,51.9,195.0,92.2,Type 2 (Socket Only),6.23
278679,7.0,0,222.9,26.29,21.23,24.4,53.6,171.2,95.2,Type 2 (Socket Only),6.47
278663,75.0,1,408.3,181.11,39.37,18.2,69.6,27.7,95.0,CCS (Type 2),73.72
278660,7.0,0,223.5,24.3,8.7,20.6,53.8,75.7,96.7,Type 2 (Socket Only),6.12
278624,150.0,1,808.9,184.93,47.42,21.2,40.1,19.1,92.6,CCS (Type 2),144.01
278621,7.0,0,229.4,30.15,18.86,24.2,34.4,144.9,96.0,Type 2 (Socket Only),6.11
278611,75.0,6,411.7,181.13,32.69,31.9,39.7,23.8,94.7,"CCS (Type 2), CHAdeMO",67.76
278610,200.0,16,813.3,249.56,71.7,28.3,74.1,24.0,92.3,"CCS (Type 2), CHAdeMO",181.4
278608,150.0,2,805.1,183.29,69.97,19.3,8.9,29.2,90.9,"CCS (Type 2), CHAdeMO",128.49
278607,160.0,2,807.2,198.92,60.28,13.7,73.8,19.5,93.0,"CCS (Type 2), CHAdeMO",165.61
278523,7.0,0,232.7,27.64,28.47,23.0,23.9,248.1,97.5,Type 2 (Socket Only),7.32
278509,150.0,2,808.5,188.75,56.04,27.1,41.1,22.9,92.2,"CCS (Type 2), CHAdeMO",136.02
278503,160.0,2,806.5,193.47,61.67,30.9,56.0,23.9,90.8,"CCS (Type 2), CHAdeMO",147.88
274897,7.0,0,232.2,28.31,12.0,17.8,44.6,109.3,95.8,Type 2 (Socket Only),7.22
274896,7.0,0,236.6,35.46,25.26,22.2,65.2,190.7,96.4,Type 2 (Socket Only),6.4
274895,7.0,0,230.1,28.73,27.38,22.2,30.2,253.7,95.7,Type 2 (Socket Only),7.03
274887,250.0,1,802.7,307.12,58.58,22.6,48.9,15.9,90.9,CCS (Type 2),207.05
274856,11.0,0,241.6,46.26,14.5,22.5,47.6,71.5,97.0,Type 2 (Socket Only),11.29
274782,75.0,6,411.3,186.6,34.49,26.5,24.2,25.8,94.3,"CCS (Type 2), CHAdeMO",70.46
274781,75.0,6,403.9,186.9,38.36,16.8,41.1,32.6,93.3,"CCS (Type 2), CHAdeMO",65.98
274780,75.0,6,416.1,181.03,35.12,22.8,26.7,24.5,92.9,"CCS (Type 2), CHAdeMO",71.77
274696,150.0,1,786.6,187.5,56.97,36.4,40.8,23.5,92.4,CCS (Type 2),144.06
274690,7.0,0,227.9,32.26,20.1,18.2,39.4,188.2,95.0,Type 2 (Socket Only),6.87
274671,250.0,1,797.6,311.55,70.04,20.8,39.4,18.6,91.6,CCS (Type 2),215.92
274670,60.0,1,405.8,145.47,43.12,18.1,34.5,39.9,94.4,CCS (Type 2),57.52
274661,160.0,1,770.8,202.61,72.53,21.8,32.0,27.3,93.4,CCS (Type 2),144.11
274657,7.0,0,251.8,26.36,22.12,16.8,36.9,205.5,94.3,Type 2 (Socket Only),6.38
274628,250.0,1,794.3,310.51,42.85,34.2,35.1,8.8,91.5,CCS (Type 2),251.87
274591,300.0,2,811.8,367.32,41.73,21.8,23.2,7.2,92.1,"CCS (Type 2), CHAdeMO",270.35
274482,7.0,0,235.0,29.0,15.6,19.1,94.9,120.4,97.9,Type 2 (Socket Only),6.38
274476,75.0,6,393.0,194.34,46.51,27.9,38.5,42.1,94.9,"CCS (Type 2), CHAdeMO",76.24
274475,300.0,16,783.4,377.74,62.23,44.3,24.7,13.1,91.4,"CCS (Type 2), CHAdeMO",274.31
274435,150.0,2,787.5,190.45,46.08,33.3,44.3,18.2,90.9,"CCS (Type 2), CHAdeMO",127.97
274420,75.0,6,399.3,189.09,34.52,30.9,30.5,24.9,96.5,"CCS (Type 2), CHAdeMO",78.04
274240,7.0,0,223.1,29.02,16.9,13.1,8.8,137.7,97.2,Type 2 (Socket Only),7.19
274202,150.0,4,780.3,190.09,36.74,23.9,43.6,13.2,93.4,CCS (Type 2),140.68
274173,22.0,0,221.4,103.63,20.77,20.1,9.9,61.9,93.7,Type 2 (Socket Only),18.69
274142,7.0,0,233.9,26.62,20.08,23.7,48.9,188.9,97.4,Type 2 (Socket Only),6.63
274141,7.0,0,228.2,35.72,23.41,20.4,40.7,211.9,95.7,Type 2 (Socket Only),6.59
274140,22.0,0,235.7,94.75,15.24,21.8,29.0,47.4,94.0,Type 2 (Socket Only),21.32
274098,7.0,0,233.8,35.11,25.06,21.8,31.9,239.8,98.2,Type 2 (Socket Only),7.51
274097,7.0,0,229.4,32.53,13.92,22.5,24.4,136.6,94.9,Type 2 (Socket Only),6.48
274089,150.0,2,833.1,174.0,50.65,30.2,49.6,18.1,93.4,"CCS (Type 2), CHAdeMO",136.64
274061,60.0,3,410.7,147.89,55.18,15.2,44.9,58.4,93.6,CCS (Type 2),55.7
274046,22.0,0,223.2,95.36,10.18,13.4,76.9,26.1,93.2,Type 2 (Socket Only),20.05
273995,22.0,0,217.9,101.16,16.92,15.4,78.8,40.3,95.9,Type 2 (Socket Only),20.06
273994,7.0,0,226.4,33.58,24.41,21.6,51.8,188.3,92.9,Type 2 (Socket Only),6.72
273993,22.0,0,236.9,93.37,15.53,17.9,9.9,41.2,95.2,Type 2 (Socket Only),21.54
273992,22.0,0,231.7,94.76,24.49,25.6,86.6,63.4,94.0,Type 2 (Socket Only),20.31
273991,7.0,0,220.0,32.82,29.22,20.9,16.2,285.7,97.4,Type 2 (Socket Only),7.74
273990,22.0,0,231.4,101.79,27.41,31.1,53.1,85.7,97.4,Type 2 (Socket Only),22.2
273966,150.0,1,817.7,186.82,63.99,33.5,25.4,22.6,93.3,CCS (Type 2),139.9
273965,150.0,2,793.4,182.39,40.81,21.5,71.5,16.7,90.8,"CCS (Type 2), CHAdeMO",122.13
273928,160.0,2,837.0,195.23,67.09,25.9,44.2,27.6,92.9,"CCS (Type 2), CHAdeMO",154.68
273918,300.0,16,818.6,366.43,83.87,35.4,42.5,18.3,94.4,"CCS (Type 2), CHAdeMO",287.44
273737,7.0,0,233.1,30.55,13.94,11.5,28.2,129.6,95.7,Type 2 (Socket Only),7.21
273733,150.0,12,815.6,184.64,58.62,21.1,34.8,22.5,96.2,"CCS (Type 2), CHAdeMO",150.33
273710,7.4,0,222.9,36.24,16.93,29.4,80.6,127.7,96.1,Type 2 (Socket Only),7.18
273645,300.0,16,799.0,370.69,57.02,28.8,24.0,10.0,87.7,"CCS (Type 2), CHAdeMO",248.01
273644,75.0,6,405.6,184.1,37.23,8.6,46.6,34.1,95.5,"CCS (Type 2), CHAdeMO",73.17
273643,22.0,0,231.2,96.9,21.46,24.0,75.7,50.9,91.9,Type 2 (Socket Only),21.51
273617,150.0,1,811.0,187.21,36.57,28.0,23.9,15.5,91.6,CCS (Type 2),141.17
273616,150.0,1,812.1,190.74,26.2,28.0,25.1,11.9,90.2,CCS (Type 2),145.02
273615,150.0,1,779.9,193.06,75.31,15.7,23.9,25.7,91.7,CCS (Type 2),130.53
273614,150.0,1,804.8,186.34,42.7,33.0,25.6,18.9,94.3,CCS (Type 2),145.31
273612,150.0,1,798.8,184.18,69.82,21.8,50.7,29.1,91.7,CCS (Type 2),131.03
273581,7.0,0,230.5,28.33,21.12,19.1,49.3,189.8,93.5,Type 2 (Socket Only),6.23
273565,180.0,1,800.4,222.4,66.17,18.9,44.9,23.7,92.6,CCS (Type 2),169.52
273515,22.0,0,220.9,99.95,13.61,16.5,48.9,36.7,93.2,Type 2 (Socket Only),19.92
273475,250.0,1,813.1,305.18,64.07,28.5,44.2,13.5,91.8,CCS (Type 2),252.29
273468,7.0,0,232.9,27.54,19.6,41.3,48.0,169.2,96.8,Type 2 (Socket Only),6.77
273465,150.0,1,820.1,182.11,57.85,23.4,45.2,20.9,92.1,"CCS (Type 2), Type 2 (Socket Only)",127.39
273424,60.0,2,393.7,150.95,41.35,28.6,24.2,36.3,94.9,"CCS (Type 2), CHAdeMO",55.75
273423,180.0,12,781.9,222.14,58.97,24.3,42.0,22.6,90.8,"CCS (Type 2), CHAdeMO",159.4
273374,22.0,0,234.5,92.62,18.38,19.2,62.1,45.6,97.1,Type 2 (Socket Only),21.28
273272,350.0,6,787.5,443.73,92.33,29.5,25.0,15.2,91.5,CCS (Type 2),343.49
273248,7.0,0,238.7,27.65,12.9,37.0,72.3,111.2,96.5,Type 2 (Socket Only),6.21
273120,22.0,0,238.4,90.15,24.29,9.9,71.6,75.5,95.0,Type 2 (Socket Only),22.92
273050,75.0,6,400.6,192.59,36.04,19.9,22.1,32.7,95.4,"CCS (Type 2), CHAdeMO",75.26
273049,75.0,6,390.8,189.74,20.36,26.7,18.8,16.0,94.5,"CCS (Type 2), CHAdeMO",75.36
272933,5.1,0,219.0,22.05,20.37,22.1,67.6,240.1,95.6,Type 2 (Socket Only),5.05
272901,22.0,0,222.5,102.68,23.61,8.2,57.5,55.3,94.7,Type 2 (Tethered Connector),21.11
272798,150.0,1,797.3,186.35,59.87,18.7,70.9,20.4,92.3,CCS (Type 2),142.35
272757,170.0,2,814.9,207.71,46.21,28.9,57.2,14.5,92.8,"CCS (Type 2), CHAdeMO",145.96
272744,22.0,0,234.1,86.15,21.78,29.1,31.7,65.5,96.6,Type 2 (Socket Only),21.93
272743,120.0,1,409.8,290.97,38.48,28.1,47.4,16.7,94.0,CCS (Type 2),119.56
272722,3.5,0,234.1,16.23,14.08,35.2,59.9,221.5,96.8,Type 2 (Socket Only),3.59
272720,7.0,0,234.1,34.74,19.13,27.8,12.1,143.6,95.2,Type 2 (Socket Only),6.44
272699,7.0,0,260.8,24.83,21.11,18.1,59.3,179.1,95.5,Type 2 (Socket Only),6.5
272697,7.0,0,234.6,27.24,16.47,22.1,74.1,162.2,94.7,Type 2 (Socket Only),6.85
272680,5.5,0,239.1,22.96,21.9,16.1,22.1,267.5,98.0,Type 2 (Socket Only),5.44
272678,5.0,0,237.6,20.7,19.46,21.9,37.4,224.9,98.7,Type 2 (Socket Only),4.76
272527,120.0,2,416.1,288.05,28.73,24.5,50.8,15.6,93.4,"CCS (Type 2), CHAdeMO",109.87
272522,150.0,2,792.7,191.09,55.0,22.7,36.8,19.9,93.2,"CCS (Type 2), CHAdeMO",137.29
272518,7.4,0,235.2,35.84,18.58,22.7,42.6,169.4,95.3,Type 2 (Socket Only),7.17
272515,7.0,0,227.5,32.04,14.96,32.1,8.7,113.4,94.3,Type 2 (Socket Only),6.82
272514,75.0,6,381.1,198.75,46.18,31.1,25.1,33.5,93.2,"CCS (Type 2), CHAdeMO",69.93
272493,7.4,0,236.1,34.2,21.05,22.4,66.9,166.8,97.2,Type 2 (Socket Only),7.75
272492,7.0,0,223.8,35.64,18.95,34.7,41.4,157.3,93.1,Type 2 (Socket Only),6.23
272487,50.0,2,405.0,124.88,36.81,26.5,45.0,40.2,98.1,"CCS (Type 2), CHAdeMO",48.01
271804,50.0,3,387.2,126.91,32.42,30.9,42.4,41.3,95.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.6
271803,120.0,2,383.3,316.04,24.28,29.1,31.8,12.9,95.1,"CCS (Type 2), CHAdeMO",113.13
271800,150.0,1,786.1,196.86,53.28,26.3,73.9,20.1,91.1,CCS (Type 2),135.87
271797,350.0,1,804.8,433.25,69.47,29.3,60.5,11.2,91.5,CCS (Type 2),339.72
271796,150.0,2,768.2,196.34,48.66,29.3,25.0,20.6,91.9,"CCS (Type 2), CHAdeMO",143.34
271791,50.0,4,415.6,122.01,21.58,16.8,51.9,23.8,95.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",47.72
271790,50.0,3,413.5,122.02,41.33,23.4,49.9,53.4,95.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.26
271482,50.0,4,402.6,125.89,28.44,21.7,64.2,36.0,96.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",48.17
271106,300.0,1,801.2,371.73,43.84,33.9,37.8,9.2,91.8,CCS (Type 2),278.61
271069,7.0,0,228.1,33.43,16.69,28.2,5.0,148.2,96.2,Type 2 (Socket Only),6.82
270951,7.0,0,226.1,34.9,15.89,21.2,31.7,143.9,96.8,Type 2 (Socket Only),6.6
270940,7.0,0,230.7,28.19,12.78,22.7,45.3,104.6,97.0,Type 2 (Socket Only),6.9
270923,7.0,0,248.5,25.25,15.54,23.7,54.6,120.9,97.1,Type 2 (Socket Only),6.75
270921,7.0,0,215.1,32.3,15.44,29.0,56.1,149.6,97.0,Type 2 (Socket Only),5.94
270899,300.0,16,834.5,360.45,35.24,28.5,82.8,6.2,92.9,"CCS (Type 2), CHAdeMO",255.16
270898,75.0,6,394.0,190.29,41.68,27.0,52.2,30.5,94.3,"CCS (Type 2), CHAdeMO",68.57
270872,7.0,0,235.5,29.88,21.36,20.6,77.2,159.0,93.9,Type 2 (Socket Only),5.86
270861,22.0,0,217.1,100.47,19.13,35.0,54.1,47.8,93.5,Type 2 (Socket Only),19.39
270860,7.2,0,226.2,32.97,17.35,20.4,38.6,161.1,94.2,Type 2 (Socket Only),6.93
270858,7.2,0,238.7,24.62,18.36,22.1,63.5,130.6,95.4,Type 2 (Socket Only),6.75
270845,7.2,0,230.5,28.84,21.14,7.2,64.2,170.7,97.2,Type 2 (Socket Only),7.04
270844,11.0,0,221.4,48.85,18.37,23.0,27.9,86.8,95.2,Type 2 (Socket Only),10.85
